;AMPHLEI;APIOERR;APIOVEN;ARMICEP;ARMIGAL;ARMIMEL;ARMIOST;ASTETIL;BISCMED;BJERADU;BLUMJAA;BOTRCIN;BOTRDOT;BOTRSTE;CALIPIN;CENAFER;CERAIPS;CERAMIN;CERAPLA;CHONPUR;CHRYABI;CHRYLED;COLETUS;COLPQUE;CRISDEP;CRONFLA;CRONQUE;CRONRIB;CRUMSOR;CRYPCAS;CRYPCOR;CRYPHYA;CRYPPAR;CRYPPOP;CYCLMIN;CYCLNIV;CYLIDID;DAEDCON;DELPABI;DICADRY;DISCCAS;DREPPUN;ENTOMAM;EUTYLAT;FISTHEP;FOMEFOM;FOMICYT;FOMIPIN;FUSAOXY;FUSIQUE;GANOADS;GANOAPP;GANORES;GNOMLEP;GREMABI;GYMNFUS;HAEMHAE;HERPJUN;HETEANN;HYPOFRA;LACHWIL;LAETSUL;LEPTLUN;LEPTPRO;LEUCPER;LIRUMAC;LIRUNER;LOPHCON;LOPHPIC;LOPHPIN;LOPHSED;MELAALL;MELACAR;MELALAR;MELAMOD;MELAPOP;MERIGIG;MICRALP;MICRJUG;MONOMON;MYCOCAS;MYCODEA;MYCOMIC;MYCOPIN;NECTCIN;NECTCOC;NECTDIT;NECTFUC;NECTVEU;NEONGAL;OPHIPIC;OPHISER;OPHIULM;OUDEMUC;OXYPPOP;PESTFUN;PEZICIN;PHACCON;PHAEGAE;PHAESCH;PHELCHR;PHELHAR;PHELIGN;PHELPIN;PHELROB;PHLOACE;PHOMJUN;PHOMQUE;PHYLACE;PHYLGUT;PLEUOST;PLEUPSE;PODOCLA;POLLRAD;POLYSQU;PSEUDRY;PUCCEPI;RHABPSE;RHIZKAL;RHIZMAC;RHIZOUD;RHIZUND;RHYTACE;ROSENEC;SARERES;SAWATUL;SCHICOM;SEIRCAR;SEPTPOD;SEPTQUE;SIROSTR;SPARCRI;SPHASAP;STEGPYR;STERHIR;STERSAN;STIGCAR;SYDOPOL;TAPHBET;TAPHCAE;TAPHCER;TAPHPOP;TITATRE;TRAMGIB;TRAMVER;TRUNHAR;VALSAMB;VALSKUN;VALSNIV;VALSSOR;VENTFRA;VENTINA;VERTDAH;ZYTHPIN
RHABPSE;5;5;5;6;6;6;6;5;5;6;3;3;5;5;5;3;5;5;5;6;6;6;6;4;3;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;0;5;5;5;5;4;5;4;4;6;5;3;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
RHIZKAL;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;0;1;1;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
RHIZMAC;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;0;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;1;0;1;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
RHIZOUD;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;1;1;0;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;2;2;5;5
RHIZUND;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;0;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
RHYTACE;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;2;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;2;2;2;2;2;2;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;0;5;4;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
ROSENEC;4;4;4;6;6;6;6;4;2;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;2;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;2;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;3;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;3;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;0;5;5;6;3;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;3;4;4;4;4;5;5;4;4
SARERES;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;4;5;5;5;5;4;5;0;4;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
SAWATUL;5;5;5;6;6;6;6;5;5;6;4;4;5;5;5;4;5;5;5;6;6;6;6;4;4;6;6;6;4;5;5;5;5;5;4;4;5;6;5;5;5;4;5;5;6;6;6;6;5;5;6;6;6;5;4;6;5;5;6;5;4;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;2;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;4;4;5;6;6;6;6;6;6;5;5;5;5;2;6;5;2;5;6;6;6;4;5;5;5;5;4;5;4;0;6;5;4;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
SCHICOM;6;6;6;3;3;3;3;6;6;4;6;6;6;6;6;6;6;6;6;3;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;3;4;4;4;6;6;4;4;4;6;6;3;6;6;4;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;3;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;0;6;6;6;6;4;6;6;4;4;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
SEIRCAR;4;4;4;6;6;6;6;4;3;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;3;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;3;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;2;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;2;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;3;5;5;6;0;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;2;4;4;4;4;5;5;4;4
SEPTPOD;5;5;5;6;6;6;6;5;5;6;3;2;5;5;5;3;5;5;5;6;6;6;6;4;2;6;6;6;3;5;5;5;5;5;4;4;5;6;5;5;5;3;5;5;6;6;6;6;5;5;6;6;6;5;3;6;5;5;6;5;3;6;5;5;5;4;4;4;4;4;4;6;6;6;5;6;6;4;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;3;3;5;6;6;6;6;6;6;5;5;5;5;4;6;5;4;5;6;6;6;3;5;5;5;5;4;5;4;4;6;5;0;5;5;6;5;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
SEPTQUE;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;2;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;2;2;2;2;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;2;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;0;5;6;5;4;6;6;2;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
SIROSTR;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;0;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;3;3;3;3;5;5;4;4
SPARCRI;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;3;6;6;6;6;6;6;4;3;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;3;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;0;6;6;4;4;6;6;6;6;6;6;6;3;3;6;6;6;6;6;6;6;6;6
SPHASAP;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;0;5;6;6;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;5
STEGPYR;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;3;6;6;6;5;3;3;3;5;5;5;5;5;6;5;5;4;5;6;5;0;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;3;3;5;5
STERHIR;6;6;6;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;4;4;4;4;6;6;4;4;4;6;6;4;6;6;3;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;4;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;0;1;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
STERSAN;6;6;6;4;4;4;4;6;6;4;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;6;6;4;4;4;4;6;6;4;4;4;6;6;4;6;6;3;6;6;4;6;6;6;6;6;6;6;6;6;5;5;5;6;5;4;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;4;4;4;4;4;4;6;6;6;6;6;4;6;6;6;4;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;4;6;6;1;0;6;6;6;6;6;6;6;4;4;6;6;6;6;6;6;6;6;6
STIGCAR;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;2;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;2;2;2;2;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;2;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;2;5;6;5;4;6;6;0;4;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
SYDOPOL;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;3;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;4;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;3;6;6;6;6;6;6;4;5;5;4;5;6;5;5;4;6;6;6;5;4;4;4;5;5;5;5;5;6;5;5;4;5;6;5;4;6;6;4;0;5;5;5;5;5;6;6;5;5;5;5;5;4;4;5;5
TAPHBET;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;0;1;1;1;5;6;6;5;5;5;5;5;5;5;5;5
TAPHCAE;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;1;0;1;1;5;6;6;5;5;5;5;5;5;5;5;5
TAPHCER;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;1;1;0;1;5;6;6;5;5;5;5;5;5;5;5;5
TAPHPOP;5;5;5;6;6;6;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;6;5;5;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;5;5;5;5;6;6;6;6;6;6;5;5;5;5;5;6;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;6;5;5;6;6;5;5;1;1;1;0;5;6;6;5;5;5;5;5;5;5;5;5
TITATRE;2;2;2;6;6;6;6;2;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;2;5;2;3;2;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;2;5;6;4;5;6;4;5;6;4;4;3;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;2;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;0;6;6;4;3;3;3;3;5;5;4;4
TRAMGIB;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;4;2;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;2;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;0;1;6;6;6;6;6;6;6;6;6
TRAMVER;6;6;6;4;4;4;4;6;6;3;6;6;6;6;6;6;6;6;6;4;5;5;5;6;6;5;5;5;6;6;6;6;6;6;6;6;6;2;6;6;6;6;6;6;4;2;3;3;6;6;3;3;3;6;6;4;6;6;4;6;6;3;6;6;6;6;6;6;6;6;6;5;5;5;6;5;3;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;6;6;6;6;3;4;4;4;4;4;6;6;6;6;6;4;6;6;6;2;4;5;6;6;6;6;6;6;6;6;6;4;6;6;6;6;3;6;6;4;4;6;6;6;6;6;6;6;1;0;6;6;6;6;6;6;6;6;6
TRUNHAR;4;4;4;6;6;6;6;4;3;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;3;3;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;3;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;2;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;2;5;5;5;6;6;0;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;3;5;5;6;2;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;0;4;4;4;4;5;5;4;4
VALSAMB;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;0;1;1;1;5;5;4;4
VALSKUN;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;1;0;1;1;5;5;4;4
VALSNIV;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;1;1;0;1;5;5;4;4
VALSSOR;3;3;3;6;6;6;6;3;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;3;5;3;3;3;5;5;4;6;5;3;5;5;4;4;6;6;6;6;4;5;6;6;6;3;5;6;4;5;6;4;5;6;4;4;2;5;5;5;5;5;5;6;6;6;3;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;3;3;5;5;6;3;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;3;6;5;5;6;6;5;5;5;5;5;5;3;6;6;4;1;1;1;0;5;5;4;4
VENTFRA;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;2;2;2;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;0;1;5;5
VENTINA;5;5;5;6;6;6;6;5;5;6;5;5;4;4;5;5;5;5;5;6;6;6;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;4;5;4;5;5;5;6;6;6;6;5;4;6;6;6;5;5;6;5;3;6;5;5;6;5;5;5;5;5;5;5;5;5;6;6;6;5;6;6;5;6;5;4;4;4;4;5;5;5;5;5;5;5;5;5;6;6;5;5;5;4;6;6;6;6;6;6;4;5;5;4;5;6;5;5;2;6;6;6;5;2;2;2;5;5;5;5;5;6;5;5;4;5;6;5;3;6;6;4;4;5;5;5;5;5;6;6;5;5;5;5;5;1;0;5;5
VERTDAH;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;4;6;5;4;5;5;4;4;6;6;6;6;4;5;6;6;6;4;5;6;4;5;6;4;5;6;4;4;4;5;5;5;5;5;5;6;6;6;4;6;6;5;6;4;5;5;5;5;4;4;4;4;4;4;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;0;4
ZYTHPIN;4;4;4;6;6;6;6;4;4;6;5;5;5;5;5;5;4;4;4;6;6;6;6;5;5;6;6;6;5;4;5;4;4;4;5;5;2;6;5;4;5;5;4;4;6;6;6;6;2;5;6;6;6;4;5;6;2;5;6;4;5;6;4;4;4;5;5;5;5;0;5;6;6;6;4;6;6;5;6;4;5;5;5;5;2;2;2;2;2;2;4;4;4;6;6;4;5;5;5;6;6;6;6;6;6;5;4;4;5;5;6;4;5;5;6;6;6;5;5;5;5;5;5;4;5;5;6;4;5;5;4;6;5;5;6;6;5;5;5;5;5;5;4;6;6;4;4;4;4;4;5;5;4;0
